@relation 'cleansed_data-weka.filters.unsupervised.attribute.Remove-R10,14,22_predicted'

@attribute yearID numeric
@attribute G numeric
@attribute R numeric
@attribute H numeric
@attribute 2B numeric
@attribute 3B numeric
@attribute predictedHR numeric
@attribute HR numeric
@attribute RBI numeric
@attribute salary numeric
@attribute weight numeric
@attribute height numeric
@attribute bats {R,L,B}
@attribute AB numeric
@attribute SO numeric
@attribute BB numeric
@attribute IBB numeric
@attribute SH numeric
@attribute SF numeric
@attribute GIDP numeric
@attribute R_avg numeric
@attribute H_avg numeric
@attribute 2B_avg numeric
@attribute 3B_avg numeric
@attribute HR_avg numeric
@attribute salary_avg numeric
@attribute weight_avg numeric
@attribute height_avg numeric
@attribute AB_avg numeric
@attribute SO_avg numeric
@attribute BB_avg numeric
@attribute IBB_avg numeric
@attribute SH_avg numeric
@attribute SF_avg numeric
@attribute GIDP_avg numeric
@attribute G_avg numeric
@attribute RBI_avg numeric
@attribute num_years_in_league numeric
@attribute age numeric

@data
1997,54,0,0,0,0,-0.213034,0,0,400000,195,76,R,1,0,0,0,0,0,0,0.5,0.5,0,0,0,292500,195,76,9,6,0,0,1,0,0.5,52.5,0,5,29
2011,115,42,93,22,1,8.979969,9,41,432500,215,74,L,335,61,21,3,0,2,5,36.333333,74.666667,18,2,5.666667,416750,215,74,282.333333,52.333333,19,3.666667,0.333333,3,4.333333,122.666667,29,4,27
2011,31,3,7,2,0,0.587176,0,5,437500,220,72,R,53,25,1,0,11,1,1,2.5,7,2,0,0,419250,220,72,48.5,19,1.5,0,10.5,0.5,1,29,3.5,2,26
1985,36,0,0,0,0,-0.084439,0,0,131250,185,73,R,0,0,0,0,0,0,0,0,0,0,0,0,131250,185,73,0,0,0,0,0,0,0,36,0,1,24
1999,31,0,2,0,0,-0.013802,0,0,230000,165,71,L,5,1,0,0,1,0,0,0,1,0,0,0,200000,165,71,3,0.5,0,0,1.5,0,0,26,0,1,24
1992,132,73,153,20,2,-2.370237,0,31,2000000,150,71,B,518,34,59,4,12,1,11,79.125,153.875,26.125,3.25,1.875,2012500,150,71,549.875,34.125,70.625,5.25,10,3.875,9.375,150.25,51.875,14,38
1996,104,20,38,6,2,7.148373,5,31,512500,180,73,L,151,38,19,2,0,2,1,20.4,40.2,6.4,2,4.8,252100,180,73,158,31.6,20.4,2.2,0,1,2.6,102.2,23.4,5,30
2005,162,85,164,41,0,28.5466,32,114,8000000,270,74,R,618,87,57,7,0,11,8,88.285714,160.142857,33.285714,1.428571,26.285714,3182142.857143,270,74,563.714286,84,44.571429,2.714286,0.428571,6.428571,12.285714,148.857143,95.142857,6,29
1990,55,0,1,0,0,-0.082976,0,0,150000,185,74,R,19,6,0,0,1,0,0,0,1,0,0,0,150000,185,74,19,6,0,0,1,0,0,55,0,5,31
1998,122,53,82,18,0,4.430053,4,23,320000,165,70,B,383,72,44,1,11,1,5,43.5,76.75,15.5,2.75,4.25,190625,165,70,306,53.75,38.75,1.5,8.25,2.25,3,109.75,29.75,3,31
2005,28,0,0,0,0,-0.010131,0,0,4000000,190,73,L,0,0,0,0,0,0,0,0.117647,0.470588,0.058824,0,0,1876647.117647,190,73,1.117647,0.176471,0.058824,0,0.058824,0,0.058824,52.705882,0.176471,16,38
1988,77,42,69,10,4,6.516458,6,34,460000,180,73,R,262,52,33,1,0,7,5,58.25,81.75,18,4.5,8.75,359375,180,73,330.75,68,48.25,1.75,1.5,4,3.5,99.5,35.75,6,32
1987,95,40,85,18,3,5.010469,5,22,155000,175,73,R,346,68,10,1,0,2,6,53,115,27.5,3,11,127500,175,73,463.5,91,15.5,3,2,2,5.5,122.5,45,2,24
2009,31,0,0,0,0,0.028518,0,0,415500,250,78,R,0,0,0,0,0,0,0,0,0,0,0,0,415500,250,78,0,0,0,0,0,0,0,21,0,1,24
2001,79,19,25,4,2,1.894576,2,11,250000,195,74,L,118,26,5,0,2,0,1,16.333333,35.333333,7.333333,1,2.333333,216666.666667,195,74,148.666667,39.333333,10.333333,0,1.333333,1,2.333333,74,17.333333,3,30
1995,48,15,33,6,2,4.90941,5,19,442333,225,75,R,142,42,6,0,1,0,0,9.5,22,3,1,2.5,442333,225,75,98,31,4.5,0,1,0.5,0,32.5,10.5,1,20
1988,72,30,71,14,0,9.678687,10,42,122000,210,75,R,272,60,14,0,1,2,6,38.666667,86,16.666667,3,9,87333.333333,210,75,330.666667,67.666667,24,2.333333,1.666667,4,10.666667,87.333333,45.666667,2,26
2000,37,16,19,7,0,4.23169,3,14,205000,190,72,R,104,28,10,3,1,0,1,8.5,12.5,4,0,1.5,202500,190,72,65,17,6,1.5,0.5,0.5,1,25.5,8,1,24
1994,59,6,39,4,0,-0.153617,1,24,109000,180,70,L,139,15,20,0,9,3,4,18.888889,67.666667,11.111111,0.555556,1.888889,756277.777778,180,70,248.555556,23.333333,33.222222,6.333333,3.555556,2.333333,5.666667,86.444444,29,10,34
2007,16,2,7,0,0,1.158115,1,3,380000,230,69,B,33,3,0,0,0,0,2,2,7,0,0,1,380000,230,69,33,3,0,0,0,0,2,16,3,2,25
1986,71,22,33,5,0,4.998761,5,19,60000,190,75,R,147,43,2,1,0,2,3,22,33,5,0,5,60000,190,75,147,43,2,1,0,2,3,71,19,0,22
1999,34,0,0,0,0,-0.019674,0,0,201000,200,75,R,0,0,0,0,0,0,0,0,0,0,0,0,201000,200,75,0,0,0,0,0,0,0,34,0,2,25
2010,97,23,41,7,0,-1.883054,0,8,625000,185,71,B,159,26,19,0,3,0,1,39.333333,62.666667,10.333333,0.333333,0,480000,185,71,232.333333,45,36.333333,0.666667,6.333333,2.333333,3,105,16.333333,4,29
1999,54,16,45,9,1,1.99021,2,18,201500,180,73,R,181,25,8,0,3,3,5,16,45,9,1,2,201500,180,73,181,25,8,0,3,3,5,54,18,1,24
2014,70,0,0,0,0,-0.014613,0,0,2150000,220,77,R,0,0,0,0,0,0,0,0,0,0,0,0,1295625,220,77,0.75,0.5,0,0,0,0,0,63,0,6,31
1986,24,6,16,1,0,1.44084,0,4,150000,160,70,L,73,10,11,1,1,0,2,33,72,9,3.5,1,162500,160,70,279,23,30.5,0.5,1.5,1,5.5,74.5,13.5,6,32
1998,4,0,0,0,0,0.121987,0,0,176000,190,74,B,0,0,0,0,0,0,0,0,0,0,0,0,176000,190,74,0,0,0,0,0,0,0,3,0,3,25
2007,27,9,19,3,0,-0.087924,0,3,800000,200,71,R,78,9,3,0,3,0,1,14,31.6,5,1.2,0.4,426400,200,71,111.4,12,4,0,2,0.2,2.4,45.4,7.2,7,33
1985,32,6,6,3,0,-0.094332,0,2,100000,180,73,L,51,18,1,0,7,1,0,6,6,3,0,0,100000,180,73,51,18,1,0,7,1,0,32,2,1,26
1987,56,0,0,0,0,-0.138361,0,0,140000,210,75,R,0,0,0,0,0,0,0,0.5,0.5,0.5,0,0,125000,210,75,8,4,0.5,0,0.5,0,0.5,53,0,4,28
2006,39,22,45,5,0,9.641709,6,25,10756171,190,71,R,151,16,13,2,0,1,6,71.05,118.55,20.85,1.2,22.55,7390642,190,71,397.85,48.2,64.3,6.1,0.4,5.05,9.55,110.25,74.45,18,38
1997,153,143,208,46,4,42.482148,49,130,6325000,185,74,L,568,90,78,14,0,4,15,86,141.571429,32,3.714286,26.142857,3417054.571429,185,74,462,81.285714,51,9.428571,0.142857,5.142857,9.571429,126.857143,88.285714,8,31
2011,69,0,0,0,0,0.099947,0,0,500000,180,76,B,0,0,0,0,0,0,0,0,0,0,0,0,939944.444444,180,76,0,0,0,0,0,0,0,35.777778,0,10,34
2011,51,0,0,0,0,0.122072,0,0,416000,265,77,B,0,0,0,0,0,0,0,0,0,0,0,0,416000,265,77,0,0,0,0,0,0,0,51,0,1,24
2002,49,12,14,3,0,3.87986,4,9,225000,195,71,R,65,19,5,0,0,0,1,13.5,22.5,7,0.5,3,212500,195,71,99,26,7,0,0,0,1,62,9,2,26
1987,135,74,148,23,0,28.733384,31,94,145000,217,75,L,469,67,31,1,0,5,16,53,108.666667,16,0.333333,22,108333.333333,217,75,378.333333,58.333333,26.666667,2,0.666667,2.666667,15.666667,120,68,3,28
1985,31,4,4,0,0,-0.075801,0,2,975000,195,75,R,64,21,1,0,12,0,1,4,4,0,0,0,975000,195,75,64,21,1,0,12,0,1,31,2,6,30
1993,115,24,82,18,2,6.823543,8,43,1000000,205,72,B,335,64,21,1,2,3,7,17.142857,51.142857,11,0.571429,5.142857,315357.142857,205,72,214,42.428571,12.428571,2.285714,1.285714,2.285714,5.714286,68.857143,26.857143,6,30
1988,21,8,15,2,0,-1.111082,0,5,410000,160,69,B,59,12,8,0,1,1,1,32.4,63.8,6.2,2,1,296000,160,69,241.2,41.2,24.8,0,5.8,1.4,3.2,81.2,17.6,7,33
2001,30,0,0,0,0,-0.089461,0,0,255000,175,72,L,0,0,0,0,0,0,0,0,0,0,0,0,237500,175,72,2,2,0,0,0,0,0,32,0,4,26
2014,2,0,0,0,0,0.086416,0,0,510000,215,78,R,0,0,0,0,0,0,0,0,0,0,0,0,510000,215,78,0,0,0,0,0,0,0,2,0,2,28
2009,49,0,0,0,0,0.007917,0,0,440000,215,76,R,0,0,0,0,0,0,0,0,0,0,0,0,353500,215,76,0.666667,0.333333,0,0,0,0,0.333333,43,0,6,32
2000,50,1,1,0,0,-0.598956,0,0,240000,230,72,R,32,16,1,0,7,0,0,1.5,2,0,0,0,220000,230,72,28,16.5,2.5,0,4,0,0,34.5,0.5,1,27
2007,52,24,49,9,3,-1.552078,0,15,6000000,180,72,L,173,23,17,0,4,2,1,78.842105,125.263158,19.631579,5.947368,6.684211,3558222.947368,180,72,417.894737,52.315789,48.526316,2.263158,3.736842,3.421053,5.684211,108.263158,40.631579,16,40
1988,149,56,135,30,2,7.940955,8,70,83000,195,75,B,505,55,68,8,1,5,12,56,135,30,2,8,83000,195,75,505,55,68,8,1,5,12,149,70,1,26
2002,154,91,148,34,0,30.629554,35,94,10000000,225,73,R,560,135,83,4,0,6,14,82,134.285714,26.857143,3.285714,26.428571,3243785.714286,225,73,502.857143,106.428571,53.857143,4,0.857143,4.142857,9.857143,140.142857,79.857143,6,25
2003,156,130,194,35,10,14.175242,15,61,2200000,195,68,B,664,76,60,2,3,4,1,87.75,148,26.25,5.5,7.75,790000,195,68,519.75,81.5,50,0.75,6.25,3.5,4,130,43.75,3,26
2002,36,7,15,0,0,0.654379,0,3,10000000,205,77,R,86,26,4,0,8,0,2,2.692308,8.538462,1,0.076923,0,3785000,205,77,54.615385,18.846154,1.692308,0,7.538462,0.076923,0.615385,29.538462,2.230769,14,36
2002,96,22,31,9,0,7.305422,10,26,450000,215,76,R,154,36,17,0,1,2,7,18.833333,32.333333,7,0.166667,6.5,223333.333333,215,76,143.166667,34,16,0.833333,0.5,1.333333,4.166667,61.833333,22.666667,9,33
2013,4,0,0,0,0,-0.108719,0,0,7500000,210,73,R,0,0,0,0,0,0,0,0.2,0.4,0,0,0,2911660,210,73,4.2,2.2,0,0,0,0,0,25.8,0.4,4,29
2002,156,101,197,56,5,26.406048,24,120,9000000,165,72,R,635,63,41,4,0,11,17,80.714286,147.571429,33.571429,4.857143,20.714286,3240571.428571,165,72,450.571429,47,33.142857,4.857143,0.428571,5.285714,9.428571,110.285714,80.571429,6,29
2002,136,57,94,22,0,15.877902,16,48,227000,166,70,L,385,120,42,5,3,2,0,57,94,22,0,16,227000,166,70,385,120,42,5,3,2,0,136,48,1,26
2004,25,6,12,2,0,1.336287,3,8,4375000,205,72,L,45,10,1,0,8,1,1,5,10,2.5,0,0.666667,1334166.666667,205,72,51,16,3,0,8,0.5,1,28.666667,4.833333,5,28
2007,31,1,8,0,0,-0.000235,0,3,380000,210,71,L,48,11,0,0,9,0,0,1,8,0,0,0,380000,210,71,48,11,0,0,9,0,0,31,3,0,24
2012,62,0,0,0,0,0.021346,0,0,2000000,205,76,R,0,0,0,0,0,0,0,0,0,0,0,0,918820,205,76,0.4,0.2,0,0,0.2,0,0,52.8,0,6,31
1999,2,0,0,0,0,0.064009,0,0,800000,200,73,B,0,0,0,0,0,0,0,0,0.125,0,0,0,439312.5,200,73,0.625,0.5,0,0,0.125,0,0,23.875,0.25,5,33
2014,65,0,0,0,0,0.008978,0,0,4675000,205,70,R,0,0,0,0,0,0,0,0,0,0,0,0,1903883.333333,205,70,0,0,0,0,0,0,0,66.666667,0,4,29
1985,155,59,141,19,2,6.928634,7,48,920000,155,74,R,560,67,50,3,3,4,23,59,141,19,2,7,920000,155,74,560,67,50,3,3,4,23,155,48,15,37
1997,74,0,0,0,0,-0.077742,0,0,1216000,207,73,R,0,0,0,0,0,0,0,0,0,0,0,0,1033000,207,73,0,0,0,0,0,0,0,43,0,5,28
2004,44,12,25,2,0,3.144921,3,17,450000,185,74,R,117,28,7,1,2,1,5,12.25,28.5,5.75,0.5,2.25,271125,185,74,126.5,30,8,1.5,2.75,0.75,4,50.75,16.25,12,35
2008,8,0,0,0,0,0.043978,0,0,3370666,195,75,R,0,0,0,0,0,0,0,0,0,0,0,0,1472666.6,195,75,0.2,0.2,0,0,0,0,0,48.4,0,8,30
2009,135,73,115,29,10,4.397888,4,34,401000,190,76,B,433,116,67,1,14,3,4,73,115,29,10,4,401000,190,76,433,116,67,1,14,3,4,135,34,1,23
1991,28,4,12,3,0,0.602037,0,6,120000,185,73,R,53,16,2,0,4,0,0,3,7.5,2,0,0.5,110000,185,73,35,10,1,0,2,0.5,0,18.5,5,1,24
2014,95,24,59,13,4,0.102961,1,15,5000000,205,75,R,251,56,19,2,0,1,8,42.666667,73,12.833333,3.666667,5.166667,1655683.333333,205,75,298.666667,73.833333,25.333333,1.333333,2.166667,1.333333,5.833333,88.166667,24.333333,7,27
2014,131,48,122,32,3,15.761416,16,61,6000000,245,77,R,438,121,31,0,0,4,19,34.857143,77.714286,15.857143,0.857143,13.285714,3621928.571429,245,77,279,71.285714,18.142857,1,0,2,8.571429,81.428571,40.857143,9,32
2006,5,0,1,0,0,-0.024531,0,0,1000000,185,74,R,7,5,0,0,0,0,0,3.166667,7,1.333333,0,0,1169333.333333,185,74,38,11.5,0.666667,0,4.833333,0.166667,0.333333,21.833333,2.333333,7,30
2000,141,71,157,37,1,27.536273,23,103,12868670,190,73,R,559,68,52,11,0,7,17,81.166667,143.833333,32.416667,1.75,31.75,4996538.666667,190,73,487.75,80.083333,56.916667,7.583333,0.333333,6.5,16.083333,128.25,103.25,11,34
2013,147,66,119,21,6,8.395568,8,49,3250000,190,74,L,457,104,28,0,12,3,6,66,119,21,6,8,3250000,190,74,457,104,28,0,12,3,6,147,49,2,25
1994,19,9,17,5,0,5.906548,6,11,109000,215,75,R,59,10,7,0,0,0,2,9,17,5,0,6,109000,215,75,59,10,7,0,0,0,2,19,11,0,23
2005,135,74,142,25,6,15.287497,15,71,2300000,185,70,R,511,114,47,0,11,6,16,74,142,25,6,15,2300000,185,70,511,114,47,0,11,6,16,135,71,0,31
2013,17,0,0,0,0,0.042627,0,0,501000,225,73,R,0,0,0,0,0,0,0,0,0,0,0,0,477000,225,73,0.5,0.5,0,0,0,0,0,29,0,4,26
2008,31,4,8,0,0,-0.168847,0,3,424500,245,74,L,65,28,6,0,2,0,2,3.666667,8.333333,0.333333,0,0,385166.666667,245,74,59.666667,29.333333,3.333333,0,1.666667,0,2,30,3.333333,3,26
2008,5,0,2,1,0,0.046371,0,0,393500,245,77,R,9,4,1,0,0,0,0,0,2,1,0,0,393500,245,77,9,4,1,0,0,0,0,5,0,3,26
1992,135,33,70,12,5,5.575142,6,35,115000,185,72,B,262,49,27,3,8,5,1,49,90.25,15.125,5.5,6.25,430625,185,72,336.25,54.25,32.75,2.5,4.875,3.25,3.625,104,32.5,9,33
1995,36,0,0,0,0,-0.039934,0,0,397000,210,77,R,0,0,0,0,0,0,0,0,0,0,0,0,397000,210,77,0,0,0,0,0,0,0,36,0,4,24
2002,140,71,131,37,3,13.045545,15,69,2150000,215,75,L,490,127,72,4,0,5,14,73,133.5,31.75,2.25,15.25,723750,215,75,467,105.25,64.25,6,0.75,4.5,11.75,139,73.75,4,29
1986,45,0,0,0,0,-0.039575,0,0,223275,185,72,R,9,6,0,0,1,0,0,0,0,0,0,0,399137.5,185,72,4.5,3,0,0,0.5,0,0,48,0,12,38
2002,41,8,25,5,0,2.652914,2,12,1100000,190,74,B,95,31,10,4,0,2,3,17.875,36.0625,7.5,0.4375,3.3125,543406.25,190,74,152.25,36.125,21.9375,0.8125,1.6875,1.1875,4.1875,57.5625,16.8125,14,38
1990,100,21,57,10,1,3.908187,2,26,525000,185,73,L,205,17,33,3,1,2,7,23.833333,57.833333,8.666667,1,4,372222.333333,185,73,220.166667,24.833333,30,2,1.5,2,4.833333,96.333333,22.666667,15,37
1990,2,0,1,0,0,-0.144741,0,0,100000,185,75,R,5,0,0,0,0,0,1,2,2,0,0.5,0,100000,185,75,10,1.5,0,0,0.5,0,0.5,8,0,0,24
2013,39,0,0,0,0,0.036486,0,0,496500,175,70,L,0,0,0,0,0,0,0,0,0,0,0,0,496500,175,70,0,0,0,0,0,0,0,39,0,2,26
2012,30,8,12,0,0,0.301001,0,2,519550,220,75,L,55,19,6,0,7,0,0,4,8.333333,0.666667,0.333333,0,457850,220,75,52.333333,26.333333,6,0,6.333333,0,0,30,2,4,26
1995,72,52,67,7,0,18.376252,17,42,7600000,195,75,L,260,53,52,6,0,2,4,81.428571,148.428571,28.714286,2.714286,27,2831857.142857,195,75,491.428571,75.714286,60.857143,15.142857,0.714286,4.428571,9.714286,131,83.571429,6,26
2002,136,51,94,20,0,9.600973,7,42,497500,220,72,R,403,64,43,1,3,3,11,42.75,87,17.75,0,9.75,288375,220,72,352.75,51.75,34,1.25,5.75,3.5,10,113.75,46.25,3,26
2005,81,0,0,0,0,-0.063317,0,0,2750000,205,76,R,0,0,0,0,0,0,0,0,0,0,0,0,3267500,205,76,0.7,0.4,0,0,0,0,0,56.4,0,14,39
1998,33,0,0,0,0,-0.255528,0,0,1800000,185,75,L,0,0,0,0,0,0,0,0.333333,0.666667,0,0,0,1206000,185,75,3,0.333333,0,0,0.333333,0,0,17,1,7,30
1989,19,0,0,0,0,-0.045842,0,0,68000,225,75,R,2,1,1,0,0,0,0,0,0,0,0,0,68000,225,75,2,1,1,0,0,0,0,19,0,4,31
2006,5,0,0,0,0,0.033134,0,0,345000,250,73,R,0,0,0,0,0,0,0,0,0,0,0,0,332250,250,73,1,0.5,0,0,0,0,0,39.5,0,2,26
2011,118,50,97,6,3,0.588463,0,26,443000,185,72,L,380,45,30,0,14,2,5,40.666667,82.666667,11,2.333333,0.666667,419500,185,72,326.333333,42.333333,26.333333,0.666667,6,1.666667,4,99,25,3,28
2007,25,0,0,0,0,0.041107,0,0,2900000,185,73,R,1,0,0,0,0,0,0,0.2,0.2,0,0,0,1228600,185,73,2.6,0.6,0,0,0.4,0,0.2,19.8,0,6,30
1998,156,120,167,44,7,38.155102,37,122,8916667,185,73,L,552,92,130,29,1,6,15,104.923077,147.461538,31,4.846154,31.615385,4041538.384615,185,73,509.307692,80.769231,104.384615,22.230769,0.307692,5.230769,8.461538,146,93.538462,12,34
2011,14,0,0,0,0,0.058314,0,0,422000,215,74,R,0,0,0,0,0,0,0,0,0,0,0,0,422000,215,74,0,0,0,0,0,0,0,26.5,0,5,28
1993,15,5,8,0,1,-0.513341,0,2,193000,165,72,B,24,5,2,0,2,1,0,14.666667,36,4.333333,1,0.666667,148500,165,72,159.666667,31,11,0,6.333333,1.666667,1.333333,61,12.333333,2,26
1996,104,54,112,11,7,3.219589,2,32,109000,150,67,B,411,30,34,0,0,2,3,29.5,59.5,6.5,3.5,1,109000,150,67,231,20,18.5,0,0.5,1,2,69.5,16.5,1,24
1989,8,0,0,0,0,-0.032221,0,0,68000,170,75,R,0,0,0,0,0,0,0,0,0,0,0,0,68000,170,75,0,0,0,0,0,0,0,8,0,2,25
2005,128,97,109,17,5,23.308582,29,65,850000,180,70,L,435,121,76,0,0,2,7,38.5,63.875,11.375,3.25,8.875,543750,180,70,244,62.125,30,1.875,0.25,1.375,4.25,92.25,35.25,8,32
2010,31,0,0,0,0,-0.116597,0,0,1500000,220,75,R,2,0,0,0,0,0,0,2,6,1,0,0,1475000,220,75,27.5,8.5,1.5,0,2.5,0,0.5,31,1.5,2,26
2000,99,15,36,6,2,0.393202,0,10,475000,175,71,R,153,19,13,0,1,2,4,15.333333,35.333333,6,1.666667,1,243833.333333,175,71,128.333333,17,13.333333,0.5,2.5,0.833333,3.166667,70.666667,9.333333,5,29
2006,75,0,0,0,0,-0.040628,0,0,930000,220,75,R,0,0,0,0,0,0,0,0.2,0.2,0,0,0,423600,220,75,1,0.2,0,0,0.2,0,0,40.6,0,7,29
1990,15,0,3,0,0,0.080683,0,0,102000,180,74,B,20,8,0,0,0,0,0,0,3,0,0,0,102000,180,74,20,8,0,0,0,0,0,15,0,4,27
1987,21,4,6,0,0,0.442398,1,3,300000,175,73,B,32,13,1,0,1,0,0,28.666667,52,6.666667,2,6.333333,223333.333333,175,73,213.666667,44,8.666667,0,1.666667,0.666667,2.333333,75,26.333333,6,29
1987,51,11,40,6,3,2.004803,2,15,62500,170,72,R,165,34,18,1,1,0,4,11,40,6,3,2,62500,170,72,165,34,18,1,1,0,4,51,15,0,22
2007,122,49,102,30,2,7.58859,10,44,1350000,235,74,L,425,78,47,4,0,3,12,63.4,135,36.6,1,14.2,989400,235,74,475.2,93.4,59.2,7,0.2,3.4,13.4,136.4,64.6,6,30
1992,132,38,107,15,5,0.509976,0,37,1100000,190,75,B,396,65,35,2,2,3,11,65.625,128.25,17.375,9.125,2.875,1225546.625,190,75,477.125,78.5,28,1.375,3.625,2.625,7.5,132.75,38,16,37
1995,47,32,53,11,5,3.177407,3,23,109000,205,74,L,188,22,12,0,2,3,2,32,53,11,5,3,109000,205,74,188,22,12,0,2,3,2,47,23,0,22
1994,16,2,6,2,0,2.440627,0,0,1100000,205,76,R,28,9,1,0,0,0,1,40.454545,81.272727,16.818182,1.636364,13.727273,1330454.545455,205,76,336.363636,63.636364,40,2.181818,0.454545,4.454545,7,98.545455,50,13,34
2014,19,0,0,0,0,0.004409,0,0,9762500,250,78,R,3,1,0,0,1,0,0,0,0.428571,0,0,0,3000200,250,78,2.428571,0.714286,0,0,0.285714,0,0,27.857143,0,6,29
2012,41,0,0,0,0,0.034594,0,0,4500000,245,75,R,0,0,0,0,0,0,0,0,0,0,0,0,5525208.333333,245,75,0.166667,0,0,0,0,0,0.083333,58.916667,0,13,37
2008,73,30,74,17,0,4.286109,2,35,4450000,210,74,B,266,32,24,4,0,3,12,68,147.6,33,0.2,17.2,1865320,210,74,493.4,66.6,56,8.8,0,6.6,18,132.2,86,6,30
1997,18,14,28,4,1,4.443303,5,16,2325000,175,73,R,71,11,0,0,2,1,2,43.384615,97.538462,17.692308,3.615385,8.692308,1728726.230769,175,73,359.846154,59.923077,12.692308,3.153846,3.384615,2.923077,5.461538,98.461538,39.384615,12,34
2014,3,0,0,0,0,0.085187,0,0,515000,245,79,R,0,0,0,0,0,0,0,0,0,0,0,0,515000,245,79,0,0,0,0,0,0,0,3,0,3,31
2004,131,58,129,31,1,13.418777,17,61,7500000,170,72,R,476,69,37,2,1,4,19,41.636364,88.818182,19.636364,0.909091,11.727273,3387090.818182,170,72,321.818182,46,26.181818,1.818182,0.454545,3.272727,9.181818,89.909091,47.818182,10,32
2001,107,45,112,30,1,9.840883,12,49,7000000,215,75,R,391,76,20,1,0,1,13,75.583333,152.666667,32.25,2.25,22,3566666.666667,215,75,506.916667,85.416667,28.416667,2.666667,0.416667,5.583333,14.166667,133.75,92,13,38
2002,117,41,99,20,1,9.673337,12,49,1150000,185,75,R,376,65,40,7,6,5,14,41,100.5,25,1.75,6.75,475125,185,75,388,48.25,30,4.5,2.75,2.5,13.25,116,40.25,4,26
2009,74,0,1,0,0,-0.138306,0,0,3500000,225,76,L,2,0,0,0,0,0,0,0,0.375,0,0,0,1320375,225,76,1.375,0.25,0.125,0,0,0,0,50.875,0.25,7,30
1996,51,12,30,2,0,-0.278983,0,4,300000,160,68,R,143,31,12,1,3,0,0,37.222222,70.666667,10.666667,1.222222,4.333333,785833.333333,160,68,294.444444,46.444444,33.333333,0.555556,6.555556,2,7.222222,101.777778,28.222222,11,36
2004,156,104,200,32,0,37.759612,48,121,5000000,220,71,R,598,87,53,9,0,4,15,65.142857,135.571429,25.142857,2.571429,21,2020000,220,71,494.571429,84.285714,40.857143,4.571429,1.857143,4.285714,10.714286,138,72.857143,6,25
1990,73,11,35,2,1,0.691941,0,12,335000,175,73,L,164,22,12,2,1,1,4,20.375,54.125,11,1.625,2.625,226250,175,73,213.625,29.375,18.375,3.75,1,1.5,3.625,77.5,21,7,31
1986,32,0,1,0,0,-0.046316,0,0,300000,171,72,L,5,2,1,0,0,0,0,0,1.5,0,0,0,225000,171,72,5,1.5,0.5,0,0,0,0,44.5,0,4,27
2009,160,96,198,34,0,29.211541,34,103,14383049,240,76,R,611,107,68,14,0,1,22,90,174.285714,36.142857,1.714286,29.857143,4915803.285714,240,76,560.142857,117.857143,63.714286,12.857143,0.714286,5.142857,17.857143,148.571429,107.571429,6,26
2003,122,87,142,30,3,13.408133,14,63,2875000,190,69,R,492,38,42,1,8,4,16,51.5,100.666667,17.166667,2.333333,5.333333,1180833.333333,190,69,340.166667,26.166667,19,0.333333,7.333333,1.333333,10.333333,96,33.333333,5,28
1995,58,0,0,0,0,-0.04951,0,0,125000,185,73,R,1,1,0,0,0,0,0,0,0,0,0,0,114666.666667,185,73,1.333333,1,0,0,0,0,0.333333,31.666667,0,2,25
2003,31,0,0,0,0,0.001815,0,0,300000,165,72,R,0,0,0,0,0,0,0,0,0,0,0,0,300000,165,72,0,0,0,0,0,0,0,31,0,2,27
1985,69,28,58,6,2,7.221405,7,27,130000,175,73,B,205,44,7,0,2,0,4,28,58,6,2,7,130000,175,73,205,44,7,0,2,0,4,69,27,4,27
2006,152,76,157,26,3,22.687499,16,89,3050000,192,73,L,591,98,51,6,0,2,15,73.6,140,27.8,1.8,21,990500,192,73,515.2,103.8,48.2,3.2,0.4,3.8,12.4,132.8,79.6,4,26
2002,41,0,0,0,0,0.007982,0,0,240000,200,77,R,1,1,0,0,0,0,0,0,0,0,0,0,220000,200,77,0.5,0.5,0,0,0,0,0,43.5,0,3,26
1997,31,1,4,1,0,-0.111989,0,1,3400000,180,73,R,60,24,2,0,7,0,1,2,5.285714,1.285714,0,0,969857.142857,180,73,35.714286,13.714286,0.857143,0,6.571429,0.142857,0.428571,21.857143,1.571429,6,30
1997,162,109,162,40,2,39.774611,43,135,8040000,195,72,R,566,122,127,27,0,8,10,95.833333,158.166667,36.666667,2.666667,28.666667,3886666.666667,195,72,517.166667,95.5,92,15.333333,0.333333,8.666667,13.833333,142,107,6,29
2005,102,39,84,15,1,15.164507,14,45,17000000,165,72,R,380,84,39,3,0,3,15,79,128,19.722222,2.444444,32.666667,6868666.666667,165,72,466.722222,121.888889,49.722222,8.388889,0.944444,4.055556,10.611111,124.444444,87.5,16,37
1996,32,11,17,5,0,2.125538,3,12,250000,180,71,L,68,15,9,0,0,0,1,21.25,43.083333,8.166667,0.666667,3.333333,274583.333333,180,71,163.666667,28.666667,23.166667,2.333333,1.083333,1.333333,3.583333,70.416667,21,10,35
2009,158,83,199,46,1,13.800143,14,86,14811414,220,69,R,635,48,19,2,0,8,29,85.846154,162.615385,32.384615,1.769231,21.923077,6374050.615385,220,69,563.076923,73.230769,38.846154,4.923077,1.307692,4.846154,18.846154,143.923077,91.153846,12,35
